sample_id,variety,region,quality_score,quality_category,ripeness_index,ripeness_category,sugar_content_brix,firmness_kgf,length_cm,weight_g,harvest_date,tree_age_years,altitude_m,rainfall_mm,soil_nitrogen_ppm
602,Fehi,Guatemala,2.02,Processing,2.94,Turning,15.38,3.07,25.67,133.66,2023-10-21,12.7,265.0,2428.3,156.8
603,Plantain,Philippines,2.76,Good,2.36,Turning,20.24,1.33,28.19,101.29,2023-10-21,8.6,870.3,2722.5,42.5
604,Blue Java,Ecuador,2.02,Processing,3.13,Turning,17.22,1.75,17.4,191.44,2023-10-01,16.5,1356.1,1309.4,18.3
605,Manzano,Brazil,1.58,Processing,1.42,Green,15.0,1.48,25.03,86.77,2023-09-18,11.4,480.3,1903.1,134.2
606,Red Dacca,Guatemala,2.82,Good,4.11,Ripe,18.58,1.32,27.94,181.61,2023-09-23,4.1,1005.4,1816.0,157.0
607,Manzano,Philippines,1.64,Processing,1.41,Green,15.33,4.22,26.92,227.85,2023-10-05,4.3,281.9,2374.9,164.6
608,Fehi,Ecuador,2.36,Processing,5.8,Ripe,16.93,1.79,13.66,231.44,2023-10-06,11.7,937.2,1499.7,103.8
609,Plantain,Colombia,2.65,Good,2.4,Turning,19.95,4.67,29.13,156.34,2023-09-01,18.9,504.7,2280.5,49.0
610,Fehi,India,1.79,Processing,4.24,Ripe,15.44,4.86,17.53,158.08,2023-10-13,7.6,316.8,2755.0,150.1
611,Burro,Costa Rica,3.25,Good,6.28,Overripe,20.88,3.07,16.78,93.08,2023-10-30,17.7,469.8,1836.3,142.9
612,Lady Finger,Colombia,1.7,Processing,4.91,Ripe,15.03,1.14,11.25,194.03,2023-10-03,15.8,268.3,2822.0,56.8
613,Plantain,Honduras,2.29,Processing,4.2,Ripe,16.73,2.19,19.72,219.61,2023-09-05,6.5,1352.9,2986.3,181.6
614,Lady Finger,Ecuador,2.18,Processing,2.95,Turning,20.19,4.09,12.18,121.59,2023-10-26,2.7,595.8,1212.2,29.8
615,Blue Java,Colombia,1.93,Processing,3.0,Turning,17.21,2.15,14.97,151.62,2023-10-24,3.8,367.9,1466.1,196.7
616,Red Dacca,India,2.01,Processing,5.02,Ripe,15.71,0.89,16.34,222.6,2023-10-04,15.1,672.6,2900.8,173.4
617,Cavendish,Guatemala,3.21,Good,6.96,Overripe,17.52,3.01,26.18,229.11,2023-10-14,5.6,480.8,2916.7,140.7
618,Fehi,Ecuador,2.63,Good,4.97,Ripe,16.89,4.3,27.51,121.34,2023-09-29,8.7,1116.6,1195.4,188.4
619,Manzano,Colombia,2.74,Good,4.35,Ripe,20.9,4.08,16.05,173.6,2023-09-28,11.0,1456.8,1030.0,147.2
620,Red Dacca,Costa Rica,2.81,Good,5.38,Ripe,17.19,1.29,27.17,112.72,2023-10-03,15.1,657.1,1322.2,46.2
621,Plantain,Costa Rica,3.06,Good,3.79,Turning,20.52,3.53,27.14,97.32,2023-10-22,4.0,1291.6,2992.0,94.0
622,Lady Finger,Philippines,2.58,Good,1.36,Green,21.24,1.49,25.29,234.89,2023-10-02,9.3,848.8,1360.0,23.6
623,Manzano,Colombia,2.2,Processing,4.37,Ripe,18.04,1.48,12.93,219.49,2023-09-23,10.7,235.9,2005.1,84.0
624,Lady Finger,Brazil,3.51,Premium,6.75,Overripe,21.37,4.43,23.81,209.21,2023-09-13,11.7,1035.9,2696.8,150.9
625,Burro,Colombia,2.32,Processing,2.05,Turning,17.64,1.62,28.9,88.29,2023-09-21,16.7,770.2,1040.8,83.4
626,Lady Finger,Guatemala,3.29,Good,5.14,Ripe,21.75,1.68,23.65,223.43,2023-09-04,5.1,975.9,2209.0,72.8
627,Burro,Ecuador,1.41,Unripe,2.21,Turning,15.63,0.5,16.63,154.47,2023-10-19,16.5,1334.5,1554.1,123.1
628,Blue Java,Ecuador,2.65,Good,4.21,Ripe,19.81,4.42,20.01,138.21,2023-09-26,14.5,660.7,2724.7,175.7
629,Manzano,Guatemala,2.05,Processing,1.58,Green,18.46,4.07,22.91,172.9,2023-09-16,12.0,1351.8,1566.9,19.0
630,Manzano,Colombia,2.32,Processing,3.7,Turning,17.71,3.32,20.21,95.53,2023-09-07,14.6,1126.0,2373.5,83.2
631,Cavendish,Guatemala,2.6,Good,5.54,Ripe,19.43,3.88,12.4,208.63,2023-10-08,9.4,732.9,2348.4,40.1
632,Plantain,India,2.36,Processing,3.09,Turning,19.93,1.18,16.24,179.01,2023-09-15,4.5,904.8,1443.0,142.1
633,Burro,Honduras,2.44,Processing,4.99,Ripe,15.03,2.56,26.05,111.72,2023-09-10,14.0,488.4,1069.6,30.1
634,Cavendish,Guatemala,2.8,Good,5.77,Ripe,16.17,2.08,27.23,112.0,2023-10-15,11.4,1475.4,1818.5,136.3
635,Lady Finger,Costa Rica,2.9,Good,6.56,Overripe,19.99,0.92,12.75,111.32,2023-09-04,13.5,1001.0,1578.4,64.4
636,Lady Finger,Guatemala,2.8,Good,2.41,Turning,19.66,2.69,29.05,89.69,2023-10-21,8.1,65.8,2618.0,47.8
637,Cavendish,Ecuador,2.53,Good,3.4,Turning,21.76,4.64,16.58,179.93,2023-10-02,18.3,489.9,2600.7,187.9
638,Manzano,Costa Rica,2.42,Processing,1.91,Green,20.33,0.68,23.25,222.86,2023-09-07,12.6,935.0,1914.0,13.5
639,Lady Finger,Ecuador,3.72,Premium,6.95,Overripe,21.66,1.81,25.04,82.97,2023-10-20,3.5,84.5,2213.0,93.2
640,Fehi,Philippines,3.47,Good,6.56,Overripe,19.92,1.43,26.24,88.33,2023-09-18,10.1,35.8,2208.5,14.1
641,Blue Java,Brazil,2.66,Good,4.24,Ripe,17.09,1.57,28.91,177.37,2023-09-30,15.6,675.0,2654.3,101.9
642,Blue Java,Ecuador,2.17,Processing,6.05,Overripe,15.74,4.59,16.26,219.31,2023-09-30,16.3,499.0,1850.0,105.2
643,Fehi,Costa Rica,3.21,Good,4.13,Ripe,20.47,2.61,27.17,135.55,2023-09-05,10.9,657.4,1550.9,71.1
644,Cavendish,Philippines,2.59,Good,4.74,Ripe,19.51,2.6,12.63,139.43,2023-09-05,18.1,394.0,1530.1,35.1
645,Fehi,Ecuador,1.58,Processing,1.53,Green,15.34,3.92,24.1,181.38,2023-09-21,6.8,247.1,2072.4,81.5
646,Burro,India,2.79,Good,5.53,Ripe,17.52,1.2,24.84,126.62,2023-10-03,9.4,1033.7,1898.3,137.7
647,Burro,Guatemala,2.68,Good,1.77,Green,21.7,2.69,23.55,84.52,2023-09-04,18.2,771.9,1880.2,158.7
648,Cavendish,Brazil,2.77,Good,5.96,Ripe,18.5,2.43,15.05,204.99,2023-09-04,18.1,300.2,1182.3,110.8
649,Fehi,Ecuador,3.07,Good,5.69,Ripe,18.03,3.19,27.46,186.36,2023-09-12,14.3,479.4,2437.2,122.1
650,Burro,Philippines,2.27,Processing,5.25,Ripe,18.2,5.0,13.38,178.73,2023-10-07,17.5,887.7,1427.5,48.1
651,Manzano,India,1.18,Unripe,1.22,Green,16.46,3.96,11.07,206.09,2023-10-19,3.6,108.3,1393.9,64.6
652,Fehi,Colombia,2.35,Processing,2.82,Turning,17.58,2.29,24.35,194.79,2023-10-04,17.6,221.2,1825.5,40.8
653,Manzano,Philippines,1.96,Processing,2.58,Turning,17.59,4.22,19.51,115.0,2023-10-11,7.8,109.9,1455.6,57.4
654,Burro,Guatemala,2.05,Processing,3.16,Turning,15.37,1.27,26.98,139.92,2023-09-05,5.2,1218.5,2167.7,52.7
655,Blue Java,Philippines,2.12,Processing,1.53,Green,20.37,0.64,17.67,101.44,2023-10-17,6.3,1128.6,1742.9,108.7
656,Burro,India,2.64,Good,6.62,Overripe,17.92,1.42,13.37,102.08,2023-09-06,9.5,1130.0,1897.8,116.9
657,Manzano,Philippines,3.25,Good,4.32,Ripe,20.76,2.03,26.73,194.95,2023-09-09,6.5,1074.5,2074.3,189.5
658,Red Dacca,India,2.77,Good,2.83,Turning,20.95,2.8,20.98,225.96,2023-09-01,7.8,1004.1,1407.1,47.2
659,Plantain,Ecuador,1.8,Processing,3.38,Turning,16.48,3.27,13.78,243.66,2023-09-27,4.4,715.5,1311.5,131.9
660,Lady Finger,Honduras,2.67,Good,3.68,Turning,19.6,4.6,24.41,186.82,2023-10-13,7.3,963.4,2760.8,165.3
661,Fehi,India,2.65,Good,4.6,Ripe,18.31,2.79,20.22,111.3,2023-10-16,12.3,57.5,1867.4,116.4
662,Red Dacca,India,3.08,Good,4.09,Ripe,21.16,2.76,22.09,97.96,2023-10-09,10.0,932.2,1824.2,58.5
663,Burro,Brazil,2.55,Good,6.52,Overripe,16.51,0.73,19.22,218.18,2023-10-07,8.2,1166.8,1071.2,59.9
664,Blue Java,India,2.86,Good,3.98,Turning,19.74,0.66,26.57,178.39,2023-10-25,15.4,750.5,1996.0,17.5
665,Cavendish,India,3.51,Premium,6.95,Overripe,19.25,2.98,26.59,185.11,2023-09-30,18.1,536.3,2108.3,68.0
666,Burro,Colombia,2.93,Good,6.11,Overripe,17.07,2.47,24.19,212.85,2023-10-11,15.6,416.1,2117.7,151.5
667,Blue Java,Honduras,1.32,Unripe,2.25,Turning,15.96,4.28,12.11,199.56,2023-10-10,8.0,964.2,2414.1,19.0
668,Plantain,Ecuador,3.42,Good,6.58,Overripe,19.56,1.22,26.78,221.86,2023-09-26,15.4,1039.2,1355.0,51.7
669,Burro,Guatemala,2.35,Processing,1.7,Green,20.17,0.61,23.42,89.56,2023-09-21,4.7,1306.5,1504.4,144.2
670,Manzano,Brazil,2.9,Good,5.9,Ripe,17.21,2.52,23.94,207.08,2023-10-19,4.3,513.5,2621.5,158.7
671,Cavendish,Colombia,2.41,Processing,3.28,Turning,19.51,1.57,17.26,224.64,2023-09-16,8.2,1154.7,2894.3,96.5
672,Blue Java,Costa Rica,3.04,Good,6.27,Overripe,17.77,0.72,27.59,128.64,2023-10-17,16.5,842.0,1271.9,142.6
673,Blue Java,Honduras,3.33,Good,6.21,Overripe,19.99,3.76,24.51,188.88,2023-10-22,6.4,1324.3,1995.3,83.7
674,Blue Java,Ecuador,2.14,Processing,5.84,Ripe,16.39,1.0,12.25,133.41,2023-09-16,3.1,791.7,1428.4,40.4
675,Plantain,Ecuador,3.2,Good,5.74,Ripe,21.23,3.24,18.16,242.86,2023-09-22,4.4,776.4,1120.1,85.6
676,Burro,Costa Rica,2.34,Processing,2.83,Turning,17.01,1.76,27.73,85.68,2023-09-04,17.5,866.8,1651.0,120.2
677,Plantain,Guatemala,1.44,Unripe,1.49,Green,17.57,1.28,10.94,178.56,2023-10-09,13.4,1124.0,1287.4,190.1
678,Fehi,India,2.29,Processing,3.42,Turning,15.41,2.21,29.23,108.31,2023-09-21,6.6,1447.0,2419.9,23.1
679,Lady Finger,Colombia,1.72,Processing,2.04,Turning,15.78,4.11,23.58,201.08,2023-10-03,12.0,110.3,2067.5,106.4
680,Lady Finger,Philippines,2.92,Good,5.17,Ripe,18.61,2.26,22.63,109.9,2023-09-19,11.5,80.2,1287.7,72.5
681,Fehi,Brazil,1.81,Processing,3.08,Turning,16.87,3.88,15.41,120.02,2023-09-28,13.8,1406.3,1018.5,106.6
682,Burro,Philippines,3.2,Good,6.85,Overripe,20.85,1.06,14.98,164.04,2023-10-03,6.2,794.8,2616.3,14.6
683,Manzano,Costa Rica,2.39,Processing,4.85,Ripe,15.1,3.98,28.84,235.52,2023-09-20,17.6,922.4,1352.4,69.5
684,Plantain,Ecuador,2.57,Good,5.93,Ripe,17.65,1.57,15.97,115.99,2023-09-15,7.6,723.6,2212.4,165.8
685,Cavendish,Guatemala,2.07,Processing,1.8,Green,17.36,3.55,25.51,104.52,2023-10-24,14.5,140.5,1673.8,115.2
686,Blue Java,Ecuador,2.32,Processing,6.17,Overripe,15.14,3.05,17.86,209.03,2023-09-01,2.3,1152.1,2171.0,95.6
687,Blue Java,Brazil,2.15,Processing,6.54,Overripe,15.87,4.68,12.79,165.11,2023-09-05,8.7,1120.8,1631.3,64.2
688,Burro,Ecuador,2.05,Processing,3.92,Turning,17.9,2.24,10.21,235.0,2023-10-25,8.3,467.6,1173.9,66.6
689,Manzano,Ecuador,2.57,Good,4.64,Ripe,18.45,0.8,20.89,104.92,2023-09-06,11.8,459.4,1445.9,82.8
690,Lady Finger,Brazil,2.98,Good,5.59,Ripe,17.83,0.59,29.52,189.81,2023-10-12,3.3,1256.8,1376.1,168.8
691,Lady Finger,Colombia,1.95,Processing,2.05,Turning,18.72,4.22,17.38,119.59,2023-10-04,16.2,108.5,1856.0,193.8
692,Blue Java,Colombia,2.55,Good,4.02,Ripe,19.17,2.86,17.14,106.65,2023-10-15,5.9,1321.7,2316.6,93.3
693,Burro,Brazil,1.62,Processing,3.39,Turning,15.07,3.99,16.88,196.18,2023-10-27,14.2,385.0,1527.6,84.7
694,Plantain,Guatemala,2.04,Processing,1.88,Green,18.25,1.55,20.41,180.93,2023-09-25,16.5,889.5,1024.1,170.8
695,Lady Finger,Costa Rica,2.75,Good,3.21,Turning,21.74,2.05,18.81,208.32,2023-09-23,12.1,1404.0,2037.9,91.1
696,Plantain,Honduras,2.2,Processing,1.41,Green,18.63,0.64,27.6,132.61,2023-09-21,15.3,1017.2,2211.5,114.9
697,Manzano,Ecuador,1.99,Processing,1.15,Green,19.74,4.83,20.11,156.16,2023-09-19,13.9,621.6,2925.7,53.9
698,Lady Finger,Guatemala,1.83,Processing,1.81,Green,17.18,3.51,20.16,148.93,2023-10-31,8.4,1034.3,2178.9,151.3
699,Lady Finger,Ecuador,2.95,Good,6.78,Overripe,20.42,4.7,12.77,247.3,2023-10-24,16.6,516.0,1942.3,111.1
700,Red Dacca,Honduras,3.27,Good,4.3,Ripe,20.41,1.69,29.65,129.68,2023-10-13,7.3,415.9,2146.8,163.7
701,Lady Finger,Costa Rica,2.89,Good,6.79,Overripe,18.65,3.25,15.0,130.12,2023-10-12,12.3,1495.0,2855.8,158.3
702,Fehi,Colombia,2.47,Processing,3.59,Turning,21.83,3.55,11.47,140.27,2023-09-19,15.4,1126.2,2656.8,50.9
703,Cavendish,Guatemala,1.99,Processing,2.87,Turning,15.88,1.93,23.26,175.98,2023-09-02,8.8,967.1,1646.0,146.0
704,Fehi,India,1.92,Processing,4.04,Ripe,15.12,4.32,21.91,122.89,2023-10-13,7.4,532.9,1474.5,162.0
705,Burro,India,2.53,Good,3.64,Turning,20.39,4.76,18.3,235.6,2023-09-19,10.3,73.7,1525.3,75.8
706,Burro,Honduras,2.21,Processing,1.63,Green,20.65,4.48,18.44,125.17,2023-09-01,16.7,46.6,2008.8,42.8
707,Plantain,India,2.4,Processing,4.84,Ripe,15.84,3.83,25.7,232.29,2023-09-08,18.7,831.3,2488.1,10.5
708,Fehi,Colombia,1.65,Processing,2.3,Turning,16.86,1.75,13.91,97.59,2023-09-30,11.8,1143.0,2006.4,95.7
709,Fehi,Honduras,2.35,Processing,4.72,Ripe,15.12,1.77,26.41,191.62,2023-09-28,13.9,806.1,1135.6,77.0
710,Fehi,Colombia,2.41,Processing,4.9,Ripe,17.05,4.84,22.97,234.19,2023-09-09,18.3,1261.2,2447.2,115.4
711,Manzano,Costa Rica,2.22,Processing,1.91,Green,20.41,0.55,18.38,108.69,2023-10-30,3.8,50.1,2611.9,45.7
712,Lady Finger,Ecuador,1.92,Processing,1.37,Green,18.63,3.72,19.16,244.62,2023-10-26,6.2,550.1,1579.0,173.3
713,Cavendish,Costa Rica,2.43,Processing,5.68,Ripe,17.44,3.68,15.13,156.99,2023-09-02,14.8,355.6,2328.3,59.0
714,Plantain,Costa Rica,2.51,Good,3.76,Turning,17.6,3.3,25.04,240.77,2023-09-13,16.8,670.9,1853.2,53.0
715,Fehi,Colombia,1.24,Unripe,1.35,Green,15.01,4.96,20.26,195.06,2023-10-08,17.4,108.6,2778.2,101.3
716,Fehi,Honduras,2.74,Good,6.97,Overripe,17.1,1.9,16.42,131.27,2023-09-14,9.5,1431.2,2690.5,104.8
717,Red Dacca,Honduras,2.25,Processing,1.35,Green,19.53,2.03,21.92,112.01,2023-09-22,3.6,334.9,2050.9,50.9
718,Plantain,India,3.47,Good,5.17,Ripe,21.82,0.86,29.91,131.63,2023-10-03,9.9,1383.5,2383.0,61.7
719,Fehi,Philippines,3.52,Premium,6.9,Overripe,20.93,2.49,18.71,95.81,2023-09-21,6.2,638.8,2766.7,42.2
720,Plantain,Ecuador,1.97,Processing,2.44,Turning,15.17,1.67,28.41,104.46,2023-09-18,7.2,1478.3,1991.4,146.5
721,Lady Finger,Colombia,2.4,Processing,1.85,Green,21.29,2.05,16.9,97.79,2023-10-03,15.9,831.1,1626.5,156.3
722,Red Dacca,India,1.93,Processing,1.73,Green,20.48,4.26,11.09,151.9,2023-09-11,3.4,1396.2,2507.3,97.8
723,Plantain,Guatemala,2.22,Processing,2.82,Turning,20.46,4.71,14.08,215.25,2023-10-18,16.9,8.0,1440.1,145.7
724,Cavendish,Philippines,1.88,Processing,1.61,Green,18.21,1.34,18.37,104.04,2023-09-28,9.7,1122.4,1777.1,149.8
725,Cavendish,Philippines,2.44,Processing,5.15,Ripe,17.79,2.18,14.39,102.15,2023-09-02,12.7,1354.6,2731.5,36.3
726,Burro,Colombia,1.21,Unripe,1.37,Green,17.12,4.68,10.0,189.38,2023-09-12,3.6,209.6,2448.8,193.6
727,Red Dacca,Brazil,2.25,Processing,4.06,Ripe,15.46,0.78,28.3,113.52,2023-09-03,8.1,144.2,1807.6,166.0
728,Red Dacca,Ecuador,2.98,Good,6.98,Overripe,16.6,0.92,26.88,96.59,2023-09-19,3.6,636.9,1429.5,48.9
729,Burro,Philippines,2.73,Good,5.88,Ripe,16.73,1.23,24.85,108.36,2023-09-30,19.3,1400.5,1711.9,45.4
730,Plantain,Colombia,2.37,Processing,4.69,Ripe,18.39,3.18,13.36,237.03,2023-10-10,16.5,813.6,1568.2,33.9
731,Red Dacca,Colombia,2.2,Processing,2.84,Turning,20.23,1.18,12.41,219.65,2023-10-24,10.3,791.2,1352.2,36.3
732,Cavendish,India,2.12,Processing,4.74,Ripe,18.32,4.86,11.35,140.19,2023-10-02,6.0,211.7,2486.7,152.2
733,Cavendish,Guatemala,2.28,Processing,4.16,Ripe,15.4,2.51,24.48,191.49,2023-09-02,18.8,1.2,1504.1,99.2
734,Fehi,Brazil,3.23,Good,3.56,Turning,21.7,2.76,28.58,171.34,2023-10-29,8.2,1215.2,1908.3,158.8
735,Lady Finger,Ecuador,2.41,Processing,1.78,Green,21.6,1.61,18.61,195.11,2023-09-22,4.9,131.4,1771.7,151.8
736,Red Dacca,Honduras,3.06,Good,6.32,Overripe,20.5,2.62,12.38,196.05,2023-10-30,12.1,950.8,2964.2,124.9
737,Plantain,Costa Rica,2.85,Good,3.7,Turning,21.94,3.48,20.25,186.88,2023-10-27,19.0,1371.9,1782.2,140.4
738,Burro,Guatemala,2.01,Processing,2.17,Turning,18.81,3.88,16.98,125.24,2023-10-11,2.1,313.0,1160.0,13.5
739,Burro,Guatemala,2.6,Good,3.21,Turning,21.74,3.89,17.5,86.63,2023-09-20,6.3,997.9,1179.7,69.2
740,Plantain,India,2.02,Processing,3.48,Turning,15.53,3.1,22.43,157.45,2023-10-23,18.9,118.0,2181.5,131.2
741,Manzano,Honduras,2.79,Good,5.97,Ripe,17.56,4.57,24.37,231.47,2023-10-28,5.1,905.6,2198.7,11.8
742,Blue Java,Philippines,2.06,Processing,5.4,Ripe,16.58,4.18,12.21,176.81,2023-10-13,4.0,245.9,1837.5,16.3
743,Lady Finger,Philippines,2.04,Processing,5.62,Ripe,16.37,3.91,10.71,221.51,2023-10-16,12.3,1103.9,1863.7,171.9
744,Burro,India,1.8,Processing,1.07,Green,15.99,0.75,29.89,248.58,2023-10-01,17.5,451.8,1107.9,140.0
745,Red Dacca,Colombia,2.22,Processing,3.5,Turning,19.36,0.53,14.65,107.81,2023-09-02,10.6,695.1,2033.1,60.4
746,Lady Finger,Philippines,2.43,Processing,3.89,Turning,20.47,1.46,11.08,197.6,2023-10-22,19.9,899.1,2009.5,140.7
747,Red Dacca,Brazil,1.75,Processing,1.12,Green,19.05,3.49,13.8,194.63,2023-10-18,14.2,256.9,1299.1,160.6
748,Manzano,Ecuador,1.5,Unripe,2.56,Turning,16.03,2.35,10.78,246.59,2023-10-08,3.3,1112.5,1207.7,68.3
749,Cavendish,Guatemala,3.15,Good,5.56,Ripe,20.68,2.31,17.84,247.55,2023-09-01,19.9,454.0,1247.1,16.8
750,Lady Finger,Guatemala,2.35,Processing,1.82,Green,19.45,4.48,26.05,196.74,2023-10-03,9.3,993.6,1202.1,187.2
751,Fehi,Brazil,2.17,Processing,4.21,Ripe,17.72,4.53,16.82,121.41,2023-09-14,7.2,237.4,2219.4,75.6
752,Burro,Honduras,2.19,Processing,2.29,Turning,19.72,4.59,18.88,215.75,2023-10-10,12.0,1032.2,1393.0,30.2
753,Lady Finger,Philippines,1.8,Processing,1.07,Green,16.82,1.91,23.51,98.19,2023-10-11,7.5,192.3,1502.9,103.5
754,Lady Finger,Guatemala,1.99,Processing,2.45,Turning,17.42,3.61,20.18,212.72,2023-09-17,3.6,638.0,1347.1,156.0
755,Lady Finger,Costa Rica,3.78,Premium,6.86,Overripe,21.42,1.72,27.23,234.73,2023-10-16,2.0,370.8,2915.7,52.1
756,Blue Java,Honduras,2.88,Good,5.81,Ripe,17.03,1.36,27.32,145.08,2023-10-23,10.1,1122.6,2709.2,61.2
757,Lady Finger,Ecuador,2.59,Good,6.76,Overripe,18.29,1.33,10.2,187.21,2023-09-15,17.1,393.1,1461.0,56.1
758,Red Dacca,Ecuador,3.16,Good,3.93,Turning,21.23,2.04,25.56,153.12,2023-10-06,12.3,1322.6,1655.1,198.4
759,Cavendish,Guatemala,2.32,Processing,1.66,Green,19.95,2.43,19.21,154.42,2023-09-22,20.0,1337.7,1419.8,47.5
760,Manzano,India,2.35,Processing,4.29,Ripe,15.44,4.24,29.78,132.76,2023-09-19,7.2,294.7,1983.8,119.3
761,Plantain,Honduras,1.96,Processing,3.73,Turning,16.03,1.04,19.66,209.56,2023-10-12,7.0,920.8,1039.2,185.8
762,Lady Finger,Guatemala,2.68,Good,6.07,Overripe,15.05,3.81,29.74,239.15,2023-09-04,4.9,131.6,2342.7,37.9
763,Burro,India,2.42,Processing,1.59,Green,19.42,2.89,25.09,239.93,2023-10-27,5.0,587.3,2046.3,194.5
764,Lady Finger,Guatemala,2.24,Processing,3.93,Turning,18.13,1.8,14.97,109.71,2023-09-22,7.1,1070.0,2797.3,190.0
765,Burro,Costa Rica,1.75,Processing,1.9,Green,15.94,2.72,20.77,228.71,2023-10-21,16.3,989.1,1328.8,178.1
766,Red Dacca,Honduras,3.12,Good,2.95,Turning,21.71,1.85,29.84,205.36,2023-10-25,18.3,937.1,2608.2,50.8
767,Burro,Colombia,3.12,Good,5.42,Ripe,18.71,3.18,27.15,122.98,2023-10-04,19.6,423.8,2583.9,130.5
768,Fehi,Ecuador,1.93,Processing,3.86,Turning,16.69,2.45,11.95,91.44,2023-10-13,6.2,567.0,1254.4,154.6
769,Plantain,Guatemala,2.47,Processing,3.26,Turning,18.5,1.24,24.13,125.56,2023-09-02,17.9,154.4,1797.1,197.3
770,Cavendish,Costa Rica,2.4,Processing,3.37,Turning,19.76,1.02,16.91,235.08,2023-09-23,7.9,1078.5,1340.3,44.3
771,Burro,India,1.6,Processing,3.76,Turning,15.53,2.96,10.14,187.64,2023-09-13,4.0,755.8,1509.4,155.5
772,Burro,India,2.38,Processing,5.71,Ripe,16.92,4.56,18.07,202.58,2023-10-07,17.7,1063.1,1526.5,74.4
773,Cavendish,Ecuador,3.15,Good,6.35,Overripe,20.65,2.05,14.7,123.72,2023-09-08,13.4,373.4,2112.5,43.4
774,Plantain,Brazil,3.21,Good,6.73,Overripe,18.22,3.8,26.38,202.3,2023-10-02,5.0,486.7,1822.8,90.1
775,Lady Finger,Guatemala,2.76,Good,5.72,Ripe,18.83,3.46,16.75,84.78,2023-09-14,9.7,501.3,2895.5,160.8
776,Burro,Honduras,2.33,Processing,2.89,Turning,18.03,4.69,26.55,143.8,2023-09-17,7.2,38.6,1252.7,98.3
777,Cavendish,Philippines,1.71,Processing,5.13,Ripe,15.31,4.19,10.01,186.55,2023-09-25,15.3,511.6,2947.4,112.1
778,Fehi,India,1.91,Processing,3.63,Turning,16.16,3.05,16.16,104.84,2023-10-05,10.2,1205.0,1461.3,199.1
779,Fehi,Honduras,1.92,Processing,2.53,Turning,18.12,3.46,14.82,219.91,2023-10-28,19.8,1345.9,2545.7,85.8
780,Red Dacca,Honduras,2.24,Processing,6.05,Overripe,16.46,4.54,14.67,119.96,2023-09-23,3.0,777.3,1677.9,126.9
781,Cavendish,Colombia,1.14,Unripe,1.23,Green,15.35,2.3,11.36,190.89,2023-10-14,8.4,683.3,1286.2,79.4
782,Red Dacca,Honduras,3.16,Good,6.41,Overripe,20.91,1.97,13.74,148.88,2023-09-07,10.7,46.2,2715.8,84.6
783,Fehi,Honduras,2.8,Good,3.77,Turning,21.87,0.55,21.11,181.33,2023-09-19,11.1,1318.8,1617.7,142.2
784,Plantain,Colombia,2.75,Good,4.82,Ripe,20.55,4.22,15.83,98.27,2023-10-12,7.7,19.5,2317.7,188.2
785,Lady Finger,India,2.96,Good,4.96,Ripe,20.98,4.1,18.35,82.88,2023-10-16,15.1,1417.1,2132.9,113.0
786,Cavendish,Honduras,2.5,Processing,6.37,Overripe,16.69,0.97,17.54,234.63,2023-09-02,17.7,733.8,1943.5,156.0
787,Manzano,Brazil,3.4,Good,4.82,Ripe,21.72,3.1,27.52,125.84,2023-09-25,18.9,512.9,1991.6,26.9
788,Fehi,Brazil,2.68,Good,4.68,Ripe,16.38,2.59,28.11,219.35,2023-10-22,16.5,1386.3,2464.5,50.1
789,Fehi,Costa Rica,2.33,Processing,1.4,Green,21.66,1.03,19.86,249.89,2023-10-10,17.3,36.6,1175.5,105.4
790,Manzano,Colombia,2.65,Good,4.11,Ripe,21.96,4.91,16.6,115.94,2023-09-08,11.9,872.1,2336.4,13.8
791,Blue Java,Costa Rica,1.99,Processing,1.9,Green,19.98,1.47,12.14,125.08,2023-09-09,16.9,823.4,2791.6,58.0
792,Fehi,Colombia,3.48,Good,5.42,Ripe,21.87,0.8,29.07,192.69,2023-09-11,7.5,329.0,1115.6,108.3
793,Burro,Guatemala,2.26,Processing,4.07,Ripe,18.99,3.18,11.2,244.13,2023-10-15,9.2,643.3,1281.3,12.8
794,Plantain,Guatemala,2.23,Processing,5.08,Ripe,16.82,3.82,15.95,235.69,2023-10-15,7.7,978.4,2433.3,60.3
795,Cavendish,Honduras,1.61,Processing,1.25,Green,18.06,0.65,15.96,165.49,2023-09-05,10.4,1090.7,1874.6,107.7
796,Manzano,Philippines,1.95,Processing,1.51,Green,19.15,3.46,16.41,215.17,2023-09-21,7.1,1.1,1807.1,118.9
797,Burro,Guatemala,2.04,Processing,5.3,Ripe,15.51,2.9,13.29,103.08,2023-10-29,19.3,1405.3,1273.9,185.9
798,Manzano,Philippines,2.29,Processing,1.43,Green,19.36,0.96,25.66,246.16,2023-09-25,7.6,246.8,2013.5,132.6
799,Cavendish,Guatemala,2.06,Processing,1.43,Green,21.87,1.28,12.45,243.94,2023-10-07,3.8,350.4,1253.1,88.8
800,Red Dacca,Ecuador,1.69,Processing,1.07,Green,16.33,3.06,22.7,107.83,2023-10-05,11.5,395.2,1953.2,186.8
801,Cavendish,Guatemala,3.11,Good,6.74,Overripe,20.55,1.83,12.48,130.9,2023-10-02,3.0,56.7,2527.2,159.1
802,Blue Java,Costa Rica,2.72,Good,5.43,Ripe,21.36,4.72,11.41,97.03,2023-10-13,4.0,184.6,1516.5,48.0
